27:40.0	48.526	37.129	417.169494	-0.023152	0.086782	-0.004274
27:50.0	48.291	37.992	417.12525	-0.023864	0.085948	-0.004562
28:00.0	48.049	38.848	417.078145	-0.024564	0.085104	-0.004846
28:10.0	47.799	39.695	417.028221	-0.025251	0.084251	-0.005125
28:20.0	47.543	40.533	416.97552	-0.025925	0.083392	-0.005401
28:30.0	47.28	41.363	416.920083	-0.026587	0.082526	-0.005672
28:40.0	47.011	42.184	416.861956	-0.027236	0.081656	-0.005938
28:50.0	46.735	42.996	416.801184	-0.027873	0.080782	-0.0062
29:00.0	46.453	43.8	416.737814	-0.028498	0.079907	-0.006458
29:10.0	46.165	44.594	416.671894	-0.029109	0.07903	-0.00671
29:20.0	45.871	45.38	416.603474	-0.029709	0.078153	-0.006957
29:30.0	45.57	46.157	416.532605	-0.030296	0.077277	-0.007199
29:40.0	45.264	46.926	416.459338	-0.030871	0.076403	-0.007436
29:50.0	44.953	47.686	416.383726	-0.031434	0.075532	-0.007668
30:00.0	44.635	48.437	416.305823	-0.031984	0.074665	-0.007894
30:10.0	44.312	49.179	416.225684	-0.032523	0.073802	-0.008115
30:20.0	43.984	49.913	416.143366	-0.03305	0.072945	-0.00833
30:30.0	43.651	50.638	416.058926	-0.033565	0.072093	-0.008539
30:40.0	43.312	51.355	415.972422	-0.034069	0.071248	-0.008742
30:50.0	42.969	52.063	415.883913	-0.034562	0.07041	-0.00894
31:00.0	42.621	52.763	415.793459	-0.035043	0.06958	-0.009131
31:10.0	42.268	53.455	415.701121	-0.035513	0.068758	-0.009316
31:20.0	41.91	54.138	415.606961	-0.035973	0.067945	-0.009495
31:30.0	41.548	54.814	415.511043	-0.036422	0.067141	-0.009668
31:40.0	41.181	55.481	415.413428	-0.03686	0.066347	-0.009834
31:50.0	40.81	56.14	415.314183	-0.037288	0.065562	-0.009994
32:00.0	40.435	56.792	415.21337	-0.037706	0.064788	-0.010147
32:10.0	40.055	57.436	415.111058	-0.038113	0.064024	-0.010294
32:20.0	39.672	58.073	415.00731	-0.038512	0.063271	-0.010434
32:30.0	39.284	58.701	414.902196	-0.0389	0.062528	-0.010567
32:40.0	38.893	59.323	414.795782	-0.039279	0.061797	-0.010693
32:50.0	38.498	59.937	414.688136	-0.039649	0.061077	-0.010813
33:00.0	38.1	60.544	414.579327	-0.04001	0.060369	-0.010926
33:10.0	37.698	61.145	414.469425	-0.040362	0.059672	-0.011032
33:20.0	37.292	61.738	414.358498	-0.040705	0.058987	-0.011131
33:30.0	36.883	62.324	414.246618	-0.04104	0.058314	-0.011222
33:40.0	36.47	62.904	414.133853	-0.041366	0.057652	-0.011307
33:50.0	36.055	63.477	414.020275	-0.041685	0.057003	-0.011385
34:00.0	35.636	64.044	413.905955	-0.041995	0.056365	-0.011456
34:10.0	35.214	64.604	413.790965	-0.042297	0.055739	-0.011519
34:20.0	34.79	65.158	413.675375	-0.042592	0.055124	-0.011575
34:30.0	34.362	65.706	413.559257	-0.04288	0.054522	-0.011625
34:40.0	33.931	66.249	413.442684	-0.04316	0.053931	-0.011667
34:50.0	33.498	66.785	413.325727	-0.043433	0.053352	-0.011701
35:00.0	33.062	67.315	413.208457	-0.043699	0.052785	-0.011729
35:10.0	32.623	67.84	413.090948	-0.043958	0.052229	-0.011749
35:20.0	32.182	68.36	412.973271	-0.044211	0.051685	-0.011763
35:30.0	31.739	68.874	412.855498	-0.044457	0.051152	-0.011769
35:40.0	31.292	69.383	412.737702	-0.044696	0.05063	-0.011767
35:50.0	30.844	69.886	412.619952	-0.044929	0.05012	-0.011759
36:00.0	30.393	70.385	412.502323	-0.045157	0.049621	-0.011744
36:10.0	29.94	70.878	412.384884	-0.045378	0.049133	-0.011721
36:20.0	29.485	71.367	412.267706	-0.045593	0.048656	-0.011691
36:30.0	29.028	71.851	412.150862	-0.045803	0.048189	-0.011655
36:40.0	28.568	72.33	412.034421	-0.046007	0.047734	-0.011611
36:50.0	28.107	72.805	411.918454	-0.046205	0.047289	-0.01156
37:00.0	27.643	73.276	411.80303	-0.046398	0.046854	-0.011502
37:10.0	27.178	73.742	411.68822	-0.046586	0.04643	-0.011438
37:20.0	26.711	74.204	411.574091	-0.046769	0.046016	-0.011366
37:30.0	26.242	74.662	411.460712	-0.046947	0.045612	-0.011288
37:40.0	25.771	75.116	411.348152	-0.047119	0.045218	-0.011203
37:50.0	25.299	75.566	411.236477	-0.047287	0.044834	-0.011111
38:00.0	24.825	76.012	411.125755	-0.047451	0.04446	-0.011012
38:10.0	24.349	76.455	411.016051	-0.047609	0.044095	-0.010907
38:20.0	23.872	76.894	410.907432	-0.047763	0.04374	-0.010796
38:30.0	23.393	77.329	410.79996	-0.047913	0.043394	-0.010678
38:40.0	22.913	77.761	410.693702	-0.048058	0.043058	-0.010553
38:50.0	22.431	78.19	410.588719	-0.048199	0.04273	-0.010423
39:00.0	21.948	78.616	410.485074	-0.048336	0.042412	-0.010286
39:10.0	21.464	79.038	410.382829	-0.048468	0.042103	-0.010143
39:20.0	20.978	79.457	410.282045	-0.048597	0.041802	-0.009994
39:30.0	20.491	79.874	410.18278	-0.048722	0.04151	-0.00984
39:40.0	20.003	80.287	410.085094	-0.048842	0.041226	-0.009679
39:50.0	19.514	80.698	409.989045	-0.048959	0.040952	-0.009513
40:00.0	19.023	81.106	409.894689	-0.049073	0.040685	-0.009341
40:10.0	18.531	81.511	409.802082	-0.049182	0.040427	-0.009163
40:20.0	18.039	81.914	409.711279	-0.049288	0.040176	-0.00898
40:30.0	17.545	82.314	409.622333	-0.04939	0.039934	-0.008792
40:40.0	17.05	82.712	409.535298	-0.049489	0.0397	-0.008599
40:50.0	16.554	83.108	409.450223	-0.049584	0.039474	-0.0084
41:00.0	16.058	83.501	409.36716	-0.049676	0.039255	-0.008197
41:10.0	15.56	83.892	409.286156	-0.049765	0.039045	-0.007988
41:20.0	15.062	84.281	409.207261	-0.04985	0.038841	-0.007776
41:30.0	14.562	84.669	409.13052	-0.049932	0.038646	-0.007558
41:40.0	14.062	85.054	409.055978	-0.050011	0.038458	-0.007336
41:50.0	13.561	85.437	408.983679	-0.050087	0.038277	-0.00711
42:00.0	13.06	85.819	408.913666	-0.050159	0.038103	-0.006879
42:10.0	12.557	86.199	408.845979	-0.050229	0.037937	-0.006645
42:20.0	12.054	86.577	408.780659	-0.050295	0.037777	-0.006407
42:30.0	11.551	86.954	408.717744	-0.050358	0.037625	-0.006165
42:40.0	11.046	87.329	408.65727	-0.050419	0.03748	-0.005919
42:50.0	10.541	87.703	408.599273	-0.050476	0.037342	-0.00567
43:00.0	10.036	88.076	408.543787	-0.050531	0.037211	-0.005417
43:10.0	9.53	88.447	408.490845	-0.050582	0.037086	-0.005161
43:20.0	9.024	88.817	408.440478	-0.050631	0.036969	-0.004903
